snapshot_at_utc	omz_commit	theme	last_commit_at	last_commit_sha	uses_git_prompt_info	uses_parse_git_dirty	uses_vcs_info	direct_git_calls	uses_zle_fd_handler	uses_zsh_hooks	last_commit_subject
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	sammy	2011-12-26T13:16:26+10:00	59baf390e96751fc51299ecefe921ba8718ba3aa	1	0	0	0	0	0	Black on white theme inspired by Sam Stephenson's terminal screenshot on https://github.com/sstephenson/rbenv
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	simonoff	2021-12-16T10:16:53+01:00	7d03ea18eda8d89316fdb035fb3840f48a065338	1	0	0	0	0	1	fix: declare variables as global when using `typeset`
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	simple	2022-01-24T11:47:30+01:00	d4f5fa37e8be25e1b4f281fcf5b90cf700dc3c95	1	0	0	0	0	0	feat(simple): add color to git status indicator (#4962)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	skaro	2010-05-08T04:32:35+08:00	456834b9ea5aca1a7727f7070681e5d0336e3893	1	0	0	0	0	0	added skaro theme
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	smt	2022-01-10T19:39:05+01:00	9c84c344d762b200de7acc794b9a0e7832144e7a	1	0	0	3	0	0	fix: disable `log.showSignature` in `git log` calls
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	sonicradish	2025-01-15T17:03:32+01:00	028d65363230b4aa54f3aaa14e03237243a2f1d8	1	0	0	0	0	1	fix(sonicradish): reset color typo (#12912)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	sorin	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:25Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	sporty_256	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	steeef	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	0	0	1	2	0	1	use https everywhere (#6574)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	strug	2015-06-10T14:36:54+02:00	70c4a27fd6048c3213dd2f3bae21bff26005bc16	1	0	0	0	0	0	Added a possibility to display the remote branch and the number of commits you are ahead or behind
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	sunaku	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	sunrise	2026-05-28T19:45:47+02:00	c90141ed77ff89cc4d9e957aaee713e576ad2c39	0	1	0	2	0	0	fix: escape % characters in git prompts
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	superjarin	2014-11-10T18:42:31-08:00	d0f3fb3a4fdce51e1f59bdf4817c7adec80b0784	1	0	0	0	0	0	Merge simplified superjarin theme
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	suvash	2019-05-08T08:45:34+02:00	299cd4777a8b9da1934a1ed0c80767eea6691a70	1	0	0	1	0	0	Themes: switch to using ruby_prompt_info()
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	takashiyoshida	2010-06-05T23:24:21+08:00	47e9914529e0807681c3c6dd2c11187ee67f0326	1	0	0	0	0	0	Added my own theme.
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	terminalparty	2014-07-08T21:51:48-07:00	aa82bd7400d2c604987236f8f65c353143d56324	1	0	0	0	0	0	terminal party show exit status with color
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	theunraveler	2010-12-19T21:08:21-06:00	f2d60d3023b006e5e31928ed36491f4639a7a022	1	0	0	0	0	0	Updating theunraveler theme to include more detailed git info.
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	tjkirch	2019-03-25T17:05:50+01:00	e59cc94805ebe76b0eb57de0b84e403583ebd4db	1	0	0	0	0	0	themes: fix prompt verbosity on window resize
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	tjkirch_mod	2019-03-25T17:05:50+01:00	e59cc94805ebe76b0eb57de0b84e403583ebd4db	1	0	0	0	0	0	themes: fix prompt verbosity on window resize
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	tonotdo	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	trapd00r	2026-07-01T10:42:26+02:00	81becab1e791ec12968b128c371b50a4cc7537ae	0	0	1	2	0	1	docs: typos (#13846)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	wedisagree	2024-03-26T09:55:16+01:00	1d09c6bb0a950756a65b02457842933e3aa493eb	1	0	0	2	0	0	style: remove trailing whitespace (#12303)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	wexm	2026-08-25T20:22:22-04:00	2264a8042763edf2620cfe32d96b096e1f3d26aa	0	0	0	0	0	0	simplify
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	wezm+	2010-05-28T08:14:13+08:00	c5c870ac0556467a1b21f4298fda6aeefcc93ecd	1	0	0	0	0	0	Added customized version of the wezm theme (mainly added username/host in the prompt).
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	wezm	2009-10-08T09:50:32+11:00	069e9b8752ddaa85b0e21b8033f0c2075ac42f11	1	0	0	0	0	0	Add my own theme
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	wuffers	2012-01-23T20:42:54-05:00	6496acf58bf8531809490b52e34811f74a27cc7c	1	0	0	0	0	0	adding rbenv support to all the rvm themes
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	xiong-chiamiov-plus	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	1	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	xiong-chiamiov	2018-08-07T20:42:01+02:00	19b925e741fa46d2222210469a4dffc34a634ebd	0	0	0	0	0	0	use https everywhere (#6574)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	ys	2022-01-27T21:48:42+01:00	303ae79712d8d1df05b3ec6f63eb129c9a2ed031	1	0	0	0	0	0	fix(ys): fix `$VIRTUAL_ENV` check if `nounset` is enabled (#9915)
2026-08-27T17:11:26Z	2264a8042763edf2620cfe32d96b096e1f3d26aa	zhann	2022-03-03T17:53:03+01:00	46195d3aa7b21c2477e3ddacd57ac82856b3be76	0	0	1	2	0	1	fix: fix svn branch output in themes: apple, gentoo, kolo, zhann (#10751)
